#  an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)     dX(")       dX_er(")    dY(")       dY_er(")
   1931.90   -0.027016    0.024183    0.022452    0.027293  99.9900000  99.9900000   -0.064860    0.000000   -0.017398    0.000000
   1931.95   -0.031801    0.022773   -0.033677    0.025039  99.9900000  99.9900000   -0.065270    0.000000   -0.018061    0.000000
   1932.00   -0.071150    0.025165    0.047564    0.021452  99.9900000  99.9900000   -0.065467    0.000000   -0.018376    0.000000
   1932.05   -0.141276    0.019908    0.056124    0.022334  99.9900000  99.9900000   -0.065544    0.000000   -0.018124    0.000000
   1932.10   -0.123909    0.028891    0.104605    0.024951  99.9900000  99.9900000   -0.065642    0.000000   -0.017662    0.000000
   1932.15   -0.199888    0.031567    0.142032    0.025585  99.9900000  99.9900000   -0.065802    0.000000   -0.016540    0.000000
   1932.20   -0.167558    0.035916    0.182147    0.029507  99.9900000  99.9900000   -0.066228    0.000000   -0.015620    0.000000
   1932.25   -0.186645    0.021722    0.224413    0.017992  99.9900000  99.9900000   -0.066599    0.000000   -0.014623    0.000000
   1932.30   -0.138120    0.023330    0.266088    0.018928  99.9900000  99.9900000   -0.066844    0.000000   -0.013755    0.000000
   1932.35   -0.150376    0.026559    0.302140    0.023576  99.9900000  99.9900000   -0.066842    0.000000   -0.013617    0.000000
   1932.40   -0.112964    0.023000    0.312171    0.022430  99.9900000  99.9900000   -0.066336    0.000000   -0.013787    0.000000
   1932.45   -0.048044    0.027405    0.337199    0.029032  99.9900000  99.9900000   -0.065541    0.000000   -0.013881    0.000000
   1932.50   -0.022205    0.020334    0.318185    0.019975  99.9900000  99.9900000   -0.064351    0.000000   -0.013994    0.000000
   1932.55    0.023482    0.017798    0.321404    0.018380  99.9900000  99.9900000   -0.063244    0.000000   -0.014123    0.000000
   1932.60    0.101548    0.019976    0.317586    0.018160  99.9900000  99.9900000   -0.062355    0.000000   -0.013952    0.000000
   1932.65    0.124932    0.018393    0.294532    0.017652  99.9900000  99.9900000   -0.061833    0.000000   -0.013977    0.000000
   1932.70    0.113682    0.021636    0.247975    0.016102  99.9900000  99.9900000   -0.061801    0.000000   -0.014289    0.000000
   1932.75    0.150813    0.022056    0.196840    0.015855  99.9900000  99.9900000   -0.062123    0.000000   -0.014596    0.000000
   1932.80    0.136612    0.026812    0.193951    0.021417  99.9900000  99.9900000   -0.062941    0.000000   -0.015055    0.000000
   1932.85    0.118044    0.027294    0.159101    0.018195  99.9900000  99.9900000   -0.063573    0.000000   -0.015836    0.000000
   1932.90    0.114776    0.031530    0.158918    0.019564  99.9900000  99.9900000   -0.064519    0.000000   -0.016364    0.000000
   1932.95    0.077470    0.036140    0.080032    0.027421  99.9900000  99.9900000   -0.064836    0.000000   -0.017112    0.000000
   1933.00    0.011211    0.025399    0.079901    0.026634  99.9900000  99.9900000   -0.065012    0.000000   -0.017572    0.000000
   1933.05   -0.037811    0.032117    0.072957    0.025910  99.9900000  99.9900000   -0.065085    0.000000   -0.017421    0.000000
   1933.10   -0.118559    0.024217    0.069849    0.023977  99.9900000  99.9900000   -0.065066    0.000000   -0.016747    0.000000
   1933.15   -0.107761    0.026397    0.135378    0.021914  99.9900000  99.9900000   -0.065261    0.000000   -0.015927    0.000000
   1933.20   -0.126349    0.029169    0.122772    0.032138  99.9900000  99.9900000   -0.065559    0.000000   -0.014856    0.000000
   1933.25   -0.162201    0.021846    0.188129    0.019443  99.9900000  99.9900000   -0.066003    0.000000   -0.013698    0.000000
   1933.30   -0.168775    0.024245    0.201246    0.017765  99.9900000  99.9900000   -0.066150    0.000000   -0.013178    0.000000
   1933.35   -0.155193    0.021857    0.219525    0.021379  99.9900000  99.9900000   -0.066233    0.000000   -0.012721    0.000000
   1933.40   -0.105719    0.017240    0.258537    0.015817  99.9900000  99.9900000   -0.065698    0.000000   -0.012718    0.000000
   1933.45   -0.093178    0.016198    0.293520    0.014577  99.9900000  99.9900000   -0.064744    0.000000   -0.012892    0.000000
   1933.50   -0.055739    0.017697    0.297217    0.017239  99.9900000  99.9900000   -0.063584    0.000000   -0.012961    0.000000
   1933.55   -0.023376    0.016763    0.272994    0.018128  99.9900000  99.9900000   -0.062369    0.000000   -0.012896    0.000000
   1933.60    0.016793    0.016208    0.279626    0.017774  99.9900000  99.9900000   -0.061424    0.000000   -0.013038    0.000000
   1933.65    0.086469    0.017057    0.248794    0.017668  99.9900000  99.9900000   -0.061003    0.000000   -0.013130    0.000000
   1933.70    0.062751    0.017525    0.234958    0.018235  99.9900000  99.9900000   -0.060911    0.000000   -0.013293    0.000000
   1933.75    0.072221    0.016546    0.213312    0.015411  99.9900000  99.9900000   -0.061363    0.000000   -0.013705    0.000000
   1933.80    0.075683    0.019163    0.185441    0.015438  99.9900000  99.9900000   -0.062030    0.000000   -0.014265    0.000000
   1933.85    0.056892    0.024564    0.173052    0.020812  99.9900000  99.9900000   -0.062878    0.000000   -0.014727    0.000000
   1933.90    0.031582    0.025164    0.147288    0.019852  99.9900000  99.9900000   -0.063477    0.000000   -0.015467    0.000000
   1933.95    0.051654    0.027807    0.119980    0.023828  99.9900000  99.9900000   -0.064041    0.000000   -0.016048    0.000000
   1934.00    0.003283    0.030679    0.190076    0.027320  99.9900000  99.9900000   -0.064210    0.000000   -0.016434    0.000000
   1934.05   -0.018621    0.040287    0.174377    0.022426  99.9900000  99.9900000   -0.064199    0.000000   -0.016182    0.000000
   1934.10   -0.056947    0.030613    0.107889    0.028138  99.9900000  99.9900000   -0.064256    0.000000   -0.015613    0.000000
   1934.15   -0.116861    0.025215    0.109986    0.023969  99.9900000  99.9900000   -0.064398    0.000000   -0.014767    0.000000
   1934.20   -0.147091    0.026696    0.138703    0.022014  99.9900000  99.9900000   -0.064704    0.000000   -0.013744    0.000000
   1934.25   -0.139722    0.023364    0.135340    0.021883  99.9900000  99.9900000   -0.065052    0.000000   -0.012850    0.000000
   1934.30   -0.159853    0.021418    0.169350    0.020148  99.9900000  99.9900000   -0.065436    0.000000   -0.012043    0.000000
   1934.35   -0.129886    0.018443    0.183250    0.015120  99.9900000  99.9900000   -0.065365    0.000000   -0.011599    0.000000
   1934.40   -0.099605    0.023240    0.245762    0.024310  99.9900000  99.9900000   -0.065050    0.000000   -0.011770    0.000000
   1934.45   -0.093460    0.019156    0.251823    0.016046  99.9900000  99.9900000   -0.064197    0.000000   -0.011638    0.000000
   1934.50   -0.040785    0.018222    0.247265    0.016852  99.9900000  99.9900000   -0.062986    0.000000   -0.011851    0.000000
   1934.55   -0.017982    0.018559    0.266571    0.016934  99.9900000  99.9900000   -0.061751    0.000000   -0.011954    0.000000
   1934.60    0.018334    0.019186    0.272805    0.017756  99.9900000  99.9900000   -0.060835    0.000000   -0.012109    0.000000
   1934.65    0.063039    0.015774    0.230023    0.013795  99.9900000  99.9900000   -0.060140    0.000000   -0.012033    0.000000
   1934.70    0.071582    0.017606    0.260731    0.019868  99.9900000  99.9900000   -0.060165    0.000000   -0.012340    0.000000
   1934.75    0.051786    0.017128    0.249492    0.014674  99.9900000  99.9900000   -0.060482    0.000000   -0.012606    0.000000
   1934.80    0.047726    0.017667    0.225961    0.013575  99.9900000  99.9900000   -0.061150    0.000000   -0.013135    0.000000
   1934.85    0.025178    0.028694    0.186369    0.014915  99.9900000  99.9900000   -0.061988    0.000000   -0.013837    0.000000
   1934.90    0.019457    0.023210    0.186213    0.024525  99.9900000  99.9900000   -0.062781    0.000000   -0.014490    0.000000
   1934.95   -0.036957    0.037192    0.206549    0.026247  99.9900000  99.9900000   -0.063102    0.000000   -0.015032    0.000000
   1935.00    0.040502    0.032090    0.196558    0.029931  99.9900000  99.9900000   -0.063387    0.000000   -0.015403    0.000000
   1935.05   -0.070915    0.034899    0.134800    0.036684  99.9900000  99.9900000   -0.063385    0.000000   -0.015101    0.000000
   1935.10    0.008301    0.034174    0.143913    0.021546  99.9900000  99.9900000   -0.063309    0.000000   -0.014499    0.000000
   1935.15   -0.023287    0.028376    0.164840    0.021623  99.9900000  99.9900000   -0.063500    0.000000   -0.013457    0.000000
   1935.20   -0.044578    0.029094    0.178476    0.026854  99.9900000  99.9900000   -0.063700    0.000000   -0.012478    0.000000
   1935.25   -0.038640    0.017296    0.188605    0.020065  99.9900000  99.9900000   -0.064091    0.000000   -0.011490    0.000000
   1935.30   -0.028755    0.018782    0.191203    0.017968  99.9900000  99.9900000   -0.064388    0.000000   -0.010682    0.000000
   1935.35   -0.021428    0.024280    0.219237    0.018566  99.9900000  99.9900000   -0.064435    0.000000   -0.010418    0.000000
   1935.40   -0.008802    0.018784    0.193568    0.014601  99.9900000  99.9900000   -0.064087    0.000000   -0.010244    0.000000
   1935.45   -0.017690    0.018062    0.214253    0.019928  99.9900000  99.9900000   -0.063220    0.000000   -0.010619    0.000000
   1935.50   -0.005114    0.016227    0.199145    0.015859  99.9900000  99.9900000   -0.062125    0.000000   -0.010768    0.000000
   1935.55   -0.009316    0.018000    0.181158    0.017404  99.9900000  99.9900000   -0.060806    0.000000   -0.010836    0.000000
   1935.60    0.022568    0.017772    0.171969    0.017801  99.9900000  99.9900000   -0.059771    0.000000   -0.010962    0.000000
   1935.65   -0.015029    0.018569    0.167192    0.019110  99.9900000  99.9900000   -0.059179    0.000000   -0.011033    0.000000
   1935.70    0.006733    0.019917    0.181312    0.018072  99.9900000  99.9900000   -0.059098    0.000000   -0.010915    0.000000
   1935.75   -0.039434    0.028764    0.150142    0.015978  99.9900000  99.9900000   -0.059393    0.000000   -0.011375    0.000000
   1935.80   -0.028748    0.027613    0.158560    0.017462  99.9900000  99.9900000   -0.060109    0.000000   -0.011951    0.000000
   1935.85   -0.059131    0.026686    0.154853    0.020730  99.9900000  99.9900000   -0.060844    0.000000   -0.012584    0.000000
   1935.90   -0.061945    0.029283    0.161206    0.018061  99.9900000  99.9900000   -0.061619    0.000000   -0.013296    0.000000
   1935.95   -0.072349    0.043421    0.169945    0.024311  99.9900000  99.9900000   -0.062246    0.000000   -0.013922    0.000000
   1936.00   -0.013128    0.036127    0.191853    0.024308  99.9900000  99.9900000   -0.062384    0.000000   -0.014178    0.000000
   1936.05   -0.061877    0.042951    0.242506    0.024771  99.9900000  99.9900000   -0.062456    0.000000   -0.014133    0.000000
   1936.10   -0.051904    0.042935    0.243041    0.024514  99.9900000  99.9900000   -0.062421    0.000000   -0.013603    0.000000
   1936.15   -0.103344    0.029834    0.261185    0.018911  99.9900000  99.9900000   -0.062377    0.000000   -0.012202    0.000000
   1936.20   -0.105863    0.029286    0.252380    0.021426  99.9900000  99.9900000   -0.062678    0.000000   -0.011204    0.000000
   1936.25   -0.047142    0.024465    0.268512    0.023032  99.9900000  99.9900000   -0.062958    0.000000   -0.009988    0.000000
   1936.30   -0.047498    0.032500    0.273942    0.021227  99.9900000  99.9900000   -0.063367    0.000000   -0.009100    0.000000
   1936.35   -0.009596    0.019672    0.278165    0.016521  99.9900000  99.9900000   -0.063380    0.000000   -0.008683    0.000000
   1936.40   -0.000257    0.019273    0.247678    0.014979  99.9900000  99.9900000   -0.063013    0.000000   -0.008905    0.000000
   1936.45    0.042766    0.026294    0.240218    0.016376  99.9900000  99.9900000   -0.062123    0.000000   -0.009212    0.000000
   1936.50    0.075073    0.023145    0.240533    0.020255  99.9900000  99.9900000   -0.060922    0.000000   -0.009468    0.000000
   1936.55    0.055871    0.017660    0.215139    0.018504  99.9900000  99.9900000   -0.059678    0.000000   -0.009665    0.000000
   1936.60    0.050289    0.018455    0.165382    0.020602  99.9900000  99.9900000   -0.058606    0.000000   -0.009583    0.000000
   1936.65    0.044013    0.017564    0.142469    0.017254  99.9900000  99.9900000   -0.058079    0.000000   -0.009605    0.000000
   1936.70    0.030742    0.017041    0.108679    0.017112  99.9900000  99.9900000   -0.057871    0.000000   -0.009817    0.000000
   1936.75   -0.000352    0.019563    0.076985    0.016536  99.9900000  99.9900000   -0.058270    0.000000   -0.009927    0.000000
   1936.80   -0.016814    0.024086    0.086855    0.017781  99.9900000  99.9900000   -0.058868    0.000000   -0.010616    0.000000
   1936.85   -0.029843    0.025919    0.082256    0.024597  99.9900000  99.9900000   -0.059591    0.000000   -0.011359    0.000000
   1936.90   -0.109682    0.035786    0.102706    0.024686  99.9900000  99.9900000   -0.060391    0.000000   -0.011975    0.000000
   1936.95   -0.132317    0.042441    0.163459    0.030039  99.9900000  99.9900000   -0.060869    0.000000   -0.012537    0.000000
   1937.00   -0.084235    0.029067    0.161733    0.026318  99.9900000  99.9900000   -0.061206    0.000000   -0.012903    0.000000
   1937.05   -0.114816    0.046376    0.212946    0.045996  99.9900000  99.9900000   -0.061219    0.000000   -0.012952    0.000000
   1937.10   -0.118723    0.037877    0.213419    0.022234  99.9900000  99.9900000   -0.061189    0.000000   -0.012198    0.000000
   1937.15   -0.160559    0.027731    0.247884    0.018490  99.9900000  99.9900000   -0.061139    0.000000   -0.011153    0.000000
   1937.20   -0.117231    0.025923    0.255336    0.021835  99.9900000  99.9900000   -0.061436    0.000000   -0.009882    0.000000
   1937.25   -0.066061    0.025368    0.287619    0.022284  99.9900000  99.9900000   -0.061833    0.000000   -0.008622    0.000000
   1937.30   -0.050434    0.020117    0.291541    0.020375  99.9900000  99.9900000   -0.062073    0.000000   -0.007828    0.000000
   1937.35    0.000443    0.019863    0.297923    0.019194  99.9900000  99.9900000   -0.062104    0.000000   -0.007353    0.000000
   1937.40    0.005293    0.018219    0.304807    0.019155  99.9900000  99.9900000   -0.061652    0.000000   -0.007459    0.000000
   1937.45    0.062188    0.018393    0.318214    0.021205  99.9900000  99.9900000   -0.060770    0.000000   -0.007933    0.000000
   1937.50    0.093803    0.017450    0.317061    0.022331  99.9900000  99.9900000   -0.059642    0.000000   -0.008081    0.000000
   1937.55    0.103472    0.017423    0.256474    0.018909  99.9900000  99.9900000   -0.058403    0.000000   -0.008242    0.000000
   1937.60    0.111824    0.015323    0.193087    0.014943  99.9900000  99.9900000   -0.057403    0.000000   -0.008257    0.000000
   1937.65    0.106594    0.018300    0.153905    0.021334  99.9900000  99.9900000   -0.056737    0.000000   -0.008377    0.000000
   1937.70    0.070871    0.020413    0.116432    0.015391  99.9900000  99.9900000   -0.056617    0.000000   -0.008341    0.000000
   1937.75    0.030807    0.025155    0.089099    0.022102  99.9900000  99.9900000   -0.056846    0.000000   -0.008857    0.000000
   1937.80    0.046493    0.021884    0.089470    0.018194  99.9900000  99.9900000   -0.057516    0.000000   -0.009275    0.000000
   1937.85    0.008659    0.026092    0.044185    0.019446  99.9900000  99.9900000   -0.058371    0.000000   -0.010111    0.000000
   1937.90   -0.006432    0.026117    0.071387    0.022121  99.9900000  99.9900000   -0.058947    0.000000   -0.010805    0.000000
   1937.95   -0.100419    0.035010    0.100481    0.028362  99.9900000  99.9900000   -0.059467    0.000000   -0.011432    0.000000
   1938.00   -0.152447    0.034708    0.068963    0.025905  99.9900000  99.9900000   -0.059690    0.000000   -0.011653    0.000000
   1938.05   -0.202448    0.034075    0.094178    0.038895  99.9900000  99.9900000   -0.059593    0.000000   -0.011687    0.000000
   1938.10   -0.146722    0.022121    0.185123    0.020553  99.9900000  99.9900000   -0.059572    0.000000   -0.011021    0.000000
   1938.15   -0.151336    0.021995    0.207239    0.022029  99.9900000  99.9900000   -0.059596    0.000000   -0.009855    0.000000
   1938.20   -0.157078    0.024525    0.240674    0.025663  99.9900000  99.9900000   -0.059822    0.000000   -0.008510    0.000000
   1938.25   -0.104618    0.023368    0.293952    0.022708  99.9900000  99.9900000   -0.060211    0.000000   -0.007718    0.000000
   1938.30   -0.062331    0.022088    0.335961    0.021528  99.9900000  99.9900000   -0.060446    0.000000   -0.006795    0.000000
   1938.35   -0.062649    0.026381    0.356951    0.022967  99.9900000  99.9900000   -0.060370    0.000000   -0.006627    0.000000
   1938.40   -0.049091    0.023737    0.317545    0.021081  99.9900000  99.9900000   -0.059952    0.000000   -0.006616    0.000000
   1938.45   -0.044724    0.027612    0.336264    0.021311  99.9900000  99.9900000   -0.059027    0.000000   -0.006965    0.000000
   1938.50    0.107528    0.025248    0.349517    0.020623  99.9900000  99.9900000   -0.057851    0.000000   -0.007225    0.000000
   1938.55    0.181356    0.024416    0.341597    0.025181  99.9900000  99.9900000   -0.056653    0.000000   -0.007138    0.000000
   1938.60    0.215491    0.022351    0.319411    0.020717  99.9900000  99.9900000   -0.055671    0.000000   -0.007236    0.000000
   1938.65    0.183726    0.025942    0.171236    0.016191  99.9900000  99.9900000   -0.054907    0.000000   -0.007307    0.000000
   1938.70    0.169089    0.026317    0.201561    0.025646  99.9900000  99.9900000   -0.054758    0.000000   -0.007424    0.000000
   1938.75    0.179748    0.025309    0.127316    0.019012  99.9900000  99.9900000   -0.055038    0.000000   -0.007781    0.000000
   1938.80    0.089897    0.028722    0.080100    0.017093  99.9900000  99.9900000   -0.055670    0.000000   -0.008342    0.000000
   1938.85    0.049324    0.024791    0.074250    0.019928  99.9900000  99.9900000   -0.056518    0.000000   -0.009205    0.000000
   1938.90   -0.011338    0.031879    0.080780    0.023798  99.9900000  99.9900000   -0.057230    0.000000   -0.009981    0.000000
   1938.95   -0.053045    0.042420    0.071343    0.026888  99.9900000  99.9900000   -0.057623    0.000000   -0.010526    0.000000
   1939.00   -0.103679    0.042052    0.084423    0.023262  99.9900000  99.9900000   -0.057693    0.000000   -0.010850    0.000000
   1939.05   -0.078309    0.033101    0.127703    0.026626  99.9900000  99.9900000   -0.057768    0.000000   -0.010549    0.000000
   1939.10   -0.137404    0.031432    0.164409    0.023203  99.9900000  99.9900000   -0.057624    0.000000   -0.009987    0.000000
   1939.15   -0.099400    0.026995    0.195914    0.022073  99.9900000  99.9900000   -0.057783    0.000000   -0.008772    0.000000
   1939.20   -0.106465    0.024760    0.248923    0.018681  99.9900000  99.9900000   -0.057911    0.000000   -0.007713    0.000000
   1939.25   -0.135016    0.024204    0.282783    0.017768  99.9900000  99.9900000   -0.058315    0.000000   -0.006805    0.000000
   1939.30   -0.087305    0.025059    0.285868    0.019328  99.9900000  99.9900000   -0.058483    0.000000   -0.006058    0.000000
   1939.35   -0.049684    0.028775    0.323245    0.017560  99.9900000  99.9900000   -0.058572    0.000000   -0.005874    0.000000
   1939.40   -0.005308    0.029686    0.327516    0.018364  99.9900000  99.9900000   -0.058102    0.000000   -0.005971    0.000000
   1939.45    0.029641    0.022216    0.331663    0.016920  99.9900000  99.9900000   -0.057264    0.000000   -0.006350    0.000000
   1939.50    0.082251    0.023728    0.331487    0.020996  99.9900000  99.9900000   -0.056009    0.000000   -0.006508    0.000000
   1939.55    0.099429    0.021022    0.333371    0.021496  99.9900000  99.9900000   -0.054691    0.000000   -0.006628    0.000000
   1939.60    0.164273    0.017744    0.319872    0.016301  99.9900000  99.9900000   -0.053565    0.000000   -0.006456    0.000000
   1939.65    0.205917    0.026303    0.284701    0.019246  99.9900000  99.9900000   -0.052961    0.000000   -0.006602    0.000000
   1939.70    0.175658    0.032117    0.299554    0.018142  99.9900000  99.9900000   -0.052693    0.000000   -0.006688    0.000000
   1939.75    0.199329    0.030137    0.256406    0.022568  99.9900000  99.9900000   -0.052937    0.000000   -0.007060    0.000000
   1939.80    0.143433    0.026123    0.187977    0.017638  99.9900000  99.9900000   -0.053653    0.000000   -0.007667    0.000000
   1939.85    0.123931    0.024975    0.154832    0.017922  99.9900000  99.9900000   -0.054267    0.000000   -0.008736    0.000000
   1939.90    0.100296    0.026602    0.172110    0.019342  99.9900000  99.9900000   -0.054889    0.000000   -0.009472    0.000000
   1939.95    0.083057    0.034497    0.137686    0.021449  99.9900000  99.9900000   -0.055173    0.000000   -0.010194    0.000000
   1940.00    0.055369    0.033459    0.075967    0.027356  99.9900000  99.9900000   -0.055312    0.000000   -0.010345    0.000000
   1940.05   -0.053024    0.037832    0.112757    0.024461  99.9900000  99.9900000   -0.055273    0.000000   -0.010309    0.000000
   1940.10   -0.055275    0.022809    0.135253    0.020895  99.9900000  99.9900000   -0.055215    0.000000   -0.009541    0.000000
   1940.15   -0.095853    0.024441    0.138399    0.024711  99.9900000  99.9900000   -0.055310    0.000000   -0.008574    0.000000
   1940.20   -0.124808    0.023302    0.183136    0.018990  99.9900000  99.9900000   -0.055571    0.000000   -0.007545    0.000000
   1940.25   -0.147276    0.035374    0.212442    0.025157  99.9900000  99.9900000   -0.055755    0.000000   -0.006641    0.000000
   1940.30   -0.161203    0.025959    0.172665    0.020878  99.9900000  99.9900000   -0.056073    0.000000   -0.006084    0.000000
   1940.35   -0.109508    0.027060    0.250947    0.019655  99.9900000  99.9900000   -0.055902    0.000000   -0.005708    0.000000
   1940.40   -0.040882    0.025339    0.344609    0.020119  99.9900000  99.9900000   -0.055594    0.000000   -0.005920    0.000000
   1940.45    0.006831    0.025151    0.335515    0.019407  99.9900000  99.9900000   -0.054760    0.000000   -0.006250    0.000000
   1940.50    0.058994    0.026337    0.376363    0.019657  99.9900000  99.9900000   -0.053512    0.000000   -0.006401    0.000000
   1940.55    0.074282    0.027957    0.364689    0.019027  99.9900000  99.9900000   -0.052319    0.000000   -0.006560    0.000000
   1940.60    0.150998    0.026059    0.341006    0.019573  99.9900000  99.9900000   -0.051232    0.000000   -0.006393    0.000000
   1940.65    0.164139    0.024333    0.308554    0.019843  99.9900000  99.9900000   -0.050587    0.000000   -0.006479    0.000000
   1940.70    0.148710    0.031597    0.286417    0.015795  99.9900000  99.9900000   -0.050377    0.000000   -0.006691    0.000000
   1940.75    0.157095    0.021076    0.221765    0.015478  99.9900000  99.9900000   -0.050774    0.000000   -0.006974    0.000000
   1940.80    0.131877    0.031707    0.206465    0.019405  99.9900000  99.9900000   -0.051237    0.000000   -0.007617    0.000000
   1940.85    0.113443    0.029696    0.160174    0.019646  99.9900000  99.9900000   -0.052003    0.000000   -0.008451    0.000000
   1940.90    0.052932    0.047801    0.108714    0.023255  99.9900000  99.9900000   -0.052573    0.000000   -0.009507    0.000000
   1940.95    0.042251    0.037496    0.147759    0.022266  99.9900000  99.9900000   -0.052996    0.000000   -0.010027    0.000000
   1941.00    0.127364    0.038262    0.174095    0.029901  99.9900000  99.9900000   -0.052997    0.000000   -0.010462    0.000000
   1941.05    0.082537    0.043163    0.149371    0.035663  99.9900000  99.9900000   -0.053018    0.000000   -0.010426    0.000000
   1941.10    0.048762    0.031001    0.181139    0.016304  99.9900000  99.9900000   -0.052824    0.000000   -0.009479    0.000000
   1941.15   -0.000955    0.034131    0.174300    0.018461  99.9900000  99.9900000   -0.052877    0.000000   -0.008618    0.000000
   1941.20   -0.007410    0.033168    0.189431    0.020645  99.9900000  99.9900000   -0.053146    0.000000   -0.007534    0.000000
   1941.25   -0.074607    0.030593    0.177049    0.020290  99.9900000  99.9900000   -0.053532    0.000000   -0.006827    0.000000
   1941.30   -0.104846    0.030544    0.213397    0.018944  99.9900000  99.9900000   -0.053475    0.000000   -0.006196    0.000000
   1941.35   -0.070826    0.029388    0.269146    0.019765  99.9900000  99.9900000   -0.053485    0.000000   -0.005955    0.000000
   1941.40   -0.041686    0.026945    0.231895    0.018702  99.9900000  99.9900000   -0.052908    0.000000   -0.005938    0.000000
   1941.45   -0.052435    0.032133    0.267165    0.016835  99.9900000  99.9900000   -0.052026    0.000000   -0.006246    0.000000
   1941.50   -0.058360    0.037178    0.274474    0.021885  99.9900000  99.9900000   -0.050954    0.000000   -0.006510    0.000000
   1941.55    0.001842    0.027780    0.318724    0.018339  99.9900000  99.9900000   -0.049712    0.000000   -0.006536    0.000000
   1941.60    0.015290    0.022912    0.306871    0.017209  99.9900000  99.9900000   -0.048755    0.000000   -0.006464    0.000000
   1941.65    0.045642    0.023031    0.311695    0.017708  99.9900000  99.9900000   -0.048081    0.000000   -0.006635    0.000000
   1941.70    0.056903    0.021922    0.257240    0.015051  99.9900000  99.9900000   -0.048013    0.000000   -0.006663    0.000000
   1941.75    0.062685    0.026160    0.266603    0.021489  99.9900000  99.9900000   -0.048198    0.000000   -0.007125    0.000000
   1941.80    0.084699    0.027540    0.277577    0.021360  99.9900000  99.9900000   -0.048877    0.000000   -0.007700    0.000000
   1941.85    0.066990    0.030890    0.235713    0.024635  99.9900000  99.9900000   -0.049579    0.000000   -0.008635    0.000000
   1941.90    0.056622    0.026199    0.222151    0.029262  99.9900000  99.9900000   -0.050060    0.000000   -0.009574    0.000000
   1941.95    0.069635    0.036831    0.261095    0.025143  99.9900000  99.9900000   -0.050412    0.000000   -0.010148    0.000000
   1942.00    0.060075    0.045984    0.253386    0.027107  99.9900000  99.9900000   -0.050510    0.000000   -0.010582    0.000000
   1942.05    0.036192    0.043295    0.240913    0.030701  99.9900000  99.9900000   -0.050323    0.000000   -0.010406    0.000000
   1942.10   -0.000488    0.059568    0.216978    0.031723  99.9900000  99.9900000   -0.050439    0.000000   -0.009989    0.000000
   1942.15   -0.017581    0.045577    0.245316    0.024186  99.9900000  99.9900000   -0.050504    0.000000   -0.008937    0.000000
   1942.20    0.020017    0.033965    0.185091    0.029970  99.9900000  99.9900000   -0.050831    0.000000   -0.007992    0.000000
   1942.25    0.009412    0.034334    0.171257    0.023047  99.9900000  99.9900000   -0.051196    0.000000   -0.007277    0.000000
   1942.30    0.000599    0.030228    0.209792    0.019637  99.9900000  99.9900000   -0.051336    0.000000   -0.006676    0.000000
   1942.35    0.031018    0.029969    0.223352    0.018070  99.9900000  99.9900000   -0.051108    0.000000   -0.006450    0.000000
   1942.40   -0.016668    0.023521    0.218379    0.017286  99.9900000  99.9900000   -0.050652    0.000000   -0.006411    0.000000
   1942.45   -0.013421    0.026280    0.234809    0.019113  99.9900000  99.9900000   -0.049980    0.000000   -0.006678    0.000000
   1942.50   -0.032983    0.024609    0.230485    0.016938  99.9900000  99.9900000   -0.048740    0.000000   -0.007061    0.000000
   1942.55   -0.019983    0.021059    0.248136    0.018901  99.9900000  99.9900000   -0.047749    0.000000   -0.007164    0.000000
   1942.60   -0.000594    0.021811    0.231837    0.021774  99.9900000  99.9900000   -0.046678    0.000000   -0.007207    0.000000
   1942.65   -0.005749    0.021060    0.229833    0.016995  99.9900000  99.9900000   -0.046042    0.000000   -0.007170    0.000000
   1942.70    0.027841    0.021806    0.265245    0.018208  99.9900000  99.9900000   -0.045790    0.000000   -0.007444    0.000000
   1942.75   -0.019703    0.024892    0.264742    0.016863  99.9900000  99.9900000   -0.046221    0.000000   -0.007797    0.000000
   1942.80   -0.025529    0.025736    0.238318    0.019758  99.9900000  99.9900000   -0.046785    0.000000   -0.008473    0.000000
   1942.85   -0.038770    0.028542    0.253521    0.020518  99.9900000  99.9900000   -0.047564    0.000000   -0.009446    0.000000
   1942.90   -0.014825    0.033969    0.272862    0.021041  99.9900000  99.9900000   -0.048064    0.000000   -0.010321    0.000000
   1942.95   -0.033132    0.032035    0.295859    0.023434  99.9900000  99.9900000   -0.048320    0.000000   -0.011208    0.000000
   1943.00   -0.012827    0.037169    0.326999    0.024508  99.9900000  99.9900000   -0.048273    0.000000   -0.011297    0.000000
   1943.05    0.004330    0.035158    0.325649    0.022763  99.9900000  99.9900000   -0.048449    0.000000   -0.011340    0.000000
   1943.10    0.024729    0.035635    0.299791    0.021747  99.9900000  99.9900000   -0.048230    0.000000   -0.010773    0.000000
   1943.15    0.006250    0.032136    0.310055    0.017545  99.9900000  99.9900000   -0.048578    0.000000   -0.009891    0.000000
   1943.20   -0.000061    0.036715    0.286517    0.020580  99.9900000  99.9900000   -0.048840    0.000000   -0.008938    0.000000
   1943.25    0.039250    0.029428    0.297488    0.016367  99.9900000  99.9900000   -0.049168    0.000000   -0.008106    0.000000
   1943.30    0.018758    0.040207    0.226756    0.021873  99.9900000  99.9900000   -0.049293    0.000000   -0.007623    0.000000
   1943.35    0.078154    0.039503    0.236649    0.021766  99.9900000  99.9900000   -0.049187    0.000000   -0.007404    0.000000
